"name";"RA_ICRS";"DE_ICRS";"dist";"e_dist";"age";"e_age";"FeH";"e_FeH";"Av";"e_Av";"Nc";"alpha_high_ind";"alpha_low_ind";"Mc_ind";"offset_ind";"Mc_left_ind";"Mc_right_ind";"alpha_high_ind_error";"alpha_low_ind_error";"Mc_ind_error";"offset_ind_error";"alpha_high_prim";"alpha_low_prim";"Mc_prim";"offset_prim";"Mc_left_prim";"Mc_right_prim";"alpha_high_prim_error";"alpha_low_prim_error";"Mc_prim_error";"offset_prim_error";"alpha_high_sec";"alpha_low_sec";"Mc_sec";"offset_sec";"Mc_left_sec";"Mc_right_sec";"alpha_high_sec_error";"alpha_low_sec_error";"Mc_sec_error";"offset_sec_error";"alpha_high_prim_sec";"alpha_low_prim_sec";"Mc_prim_sec";"offset_prim_sec";"Mc_left_prim_sec";"Mc_right_prim_sec";"alpha_high_prim_sec_error";"alpha_low_prim_sec_error";"Mc_prim_sec_error";"offset_prim_sec_error";"alpha_high_ind_prim";"alpha_low_ind_prim";"Mc_ind_prim";"offset_ind_prim";"Mc_left_ind_prim";"Mc_right_ind_prim";"alpha_high_ind_prim_error";"alpha_low_ind_prim_error";"Mc_ind_prim_error";"offset_ind_prim_error";"vis_mass_total";"vis_mass_total_error";"mass_total";"mass_total_error";"bin_frac";"average_ratio";"str_frac";"segregation_ratio";"segregation_ratio_std"
"FSR_0284";"314.1328";"49.365";"2868";"121";"7.108";"0.053";"-0.019";"0.027";"2.826";"0.063";"107";"-1.69";"0.0";"0.02";"1.02";"0.0";"5.0";"0.0";"1.52";"0.39";"0.39";"-1.96";"0.0";"0.02";"1.17";"0.0";"6.0";"0.0";"0.7";"0.2";"0.0";"-1.88";"1.55";"0.07";"1.02";"3.0";"3.0";"0.08";"0.89";"0.18";"1.09";"-1.41";"2.28";"0.1";"1.23";"5.0";"4.0";"0.09";"1.07";"0.36";"0.84";"-2.37";"0.0";"0.02";"1.56";"0.0";"7.0";"0.0";"0.15";"0.04";"0.0";"99.0";"2.0";"265.0";"26.5";"0.59";"0.69";"0.2";"";"0.0"
"NGC_1444";"57.334";"52.6508";"1110";"10";"7.146";"0.134";"-0.098";"0.104";"2.027";"0.062";"113";"-1.19";"0.08";"-0.04";"0.65";"0.0";"3.0";"inf";"inf";"inf";"inf";"-0.98";"0.0";"-0.13";"1.0";"0.0";"5.0";"0.0";"0.57";"0.17";"0.0";"-1.47";"0.0";"-0.0";"0.87";"2.0";"4.0";"0.13";"0.37";"0.1";"0.61";"-1.49";"0.91";"0.03";"1.26";"3.0";"5.0";"0.06";"0.33";"0.12";"0.38";"-1.34";"0.0";"-0.15";"1.09";"0.0";"7.0";"0.0";"0.15";"0.04";"0.0";"90.0";"2.0";"130.0";"13.0";"0.79";"0.64";"0.14";"0.78";"0.0"
"Teutsch_30";"306.9317";"36.0849";"1724";"52";"7.135";"0.243";"0.023";"0.082";"3.644";"0.201";"114";"-1.78";"0.0";"0.02";"1.26";"0.0";"6.0";"0.0";"0.83";"0.27";"0.27";"-0.77";"0.0";"0.02";"0.99";"0.0";"6.0";"0.0";"0.23";"0.11";"0.0";"-0.32";"1.52";"0.01";"0.86";"3.0";"2.0";"0.26";"0.68";"0.39";"1.71";"-0.79";"1.91";"0.09";"1.21";"2.0";"6.0";"0.22";"0.29";"0.17";"2.02";"-1.28";"0.0";"0.02";"1.41";"0.0";"7.0";"0.0";"0.15";"0.04";"0.0";"179.0";"2.0";"287.0";"28.700000000000003";"0.51";"0.57";"0.16";"";"0.0"
"ESO_166_04";"137.607";"-53.8888";"1074";"16";"8.275";"0.115";"-0.12";"0.076";"0.69";"0.074";"115";"-1.61";"0.13";"-0.08";"0.59";"1.0";"4.0";"0.86";"1.58";"0.34";"0.34";"-1.67";"1.61";"0.1";"1.08";"2.0";"4.0";"0.22";"0.86";"0.23";"3.22";"-1.58";"0.76";"-0.1";"0.66";"3.0";"3.0";"0.1";"0.41";"0.06";"1.02";"-1.82";"0.86";"0.1";"1.29";"4.0";"3.0";"0.05";"0.53";"0.17";"0.25";"-1.37";"0.0";"0.06";"1.02";"2.0";"5.0";"0.0";"0.15";"0.04";"0.0";"72.0";"2.0";"89.0";"8.9";"0.59";"0.56";"0.2";"0.73";"0.0"
"Toepler_1";"300.3193";"33.6149";"2840";"158";"8.464";"0.458";"-0.008";"0.074";"2.139";"0.116";"114";"-0.84";"0.0";"0.02";"0.73";"0.0";"5.0";"0.0";"0.53";"0.13";"0.13";"-0.68";"0.0";"0.02";"0.88";"0.0";"7.0";"0.0";"0.42";"0.11";"0.0";"-1.69";"2.75";"-0.02";"1.11";"3.0";"4.0";"0.11";"2.0";"0.35";"2.05";"-1.05";"2.76";"0.04";"1.31";"4.0";"4.0";"0.06";"0.71";"0.21";"0.84";"-0.65";"0.0";"0.02";"1.04";"0.0";"7.0";"0.0";"0.15";"0.04";"0.0";"133.0";"2.0";"201.0";"20.1";"0.67";"0.65";"0.18";"";"0.0"
"Bochum_4";"112.8831";"-17.2122";"1263";"21";"8.244";"0.224";"-0.08";"0.049";"0.751";"0.064";"118";"-2.14";"1.37";"-0.03";"0.84";"4.0";"3.0";"0.11";"1.62";"0.11";"0.11";"-2.01";"3.0";"0.1";"1.22";"2.0";"3.0";"0.17";"3.04";"0.73";"7.93";"-3.0";"0.0";"-0.02";"0.61";"4.0";"2.0";"0.2";"4.48";"0.45";"0.96";"-1.9";"0.78";"0.1";"1.34";"4.0";"2.0";"0.16";"2.26";"0.59";"0.65";"-1.39";"0.32";"-0.01";"1.08";"3.0";"5.0";"0.0";"0.15";"0.04";"0.0";"81.0";"2.0";"102.0";"10.2";"0.37";"0.47";"0.14";"0.71";"0.0"
"NGC_225";"10.8238";"61.7914";"668";"4";"8.238";"0.142";"0.143";"0.091";"0.923";"0.078";"120";"-1.49";"0.0";"-0.19";"0.84";"1.0";"5.0";"0.14";"0.55";"0.11";"0.11";"-0.2";"0.0";"-0.33";"0.65";"0.0";"5.0";"0.0";"0.38";"0.09";"0.0";"-0.79";"0.0";"-0.33";"0.53";"0.0";"6.0";"0.0";"0.6";"0.12";"0.0";"-1.95";"0.0";"0.1";"1.14";"4.0";"3.0";"0.21";"1.74";"0.53";"0.64";"-1.07";"0.0";"-0.18";"0.99";"1.0";"6.0";"0.0";"0.15";"0.04";"0.0";"82.0";"2.0";"129.0";"12.9";"0.4";"0.82";"0.19";"0.76";"0.0"
"UFMG_44";"235.6324";"-55.4605";"1539";"61";"8.421";"0.482";"0.132";"0.142";"3.236";"0.136";"115";"-0.09";"0.0";"0.02";"0.41";"0.0";"4.0";"inf";"inf";"inf";"inf";"-0.08";"1.08";"-0.01";"0.76";"0.0";"6.0";"0.0";"0.42";"0.12";"0.0";"-1.13";"1.08";"0.04";"1.03";"3.0";"3.0";"0.14";"0.93";"0.21";"0.88";"-0.6";"1.41";"0.07";"1.28";"3.0";"3.0";"0.08";"0.46";"0.15";"0.44";"-0.0";"0.4";"-0.04";"0.84";"0.0";"7.0";"0.0";"0.15";"0.04";"0.0";"120.0";"2.0";"146.0";"14.6";"0.78";"0.69";"0.22";"0.86";"0.0"
"UPK_578";"192.837";"-57.4069";"907";"12";"8.906";"0.056";"0.1";"0.125";"0.881";"0.201";"120";"-2.82";"3.0";"-0.08";"0.74";"2.0";"4.0";"0.05";"1.25";"0.14";"0.14";"-0.0";"2.32";"0.05";"0.76";"3.0";"4.0";"0.06";"0.47";"0.12";"1.0";"-0.0";"3.0";"-0.16";"0.83";"3.0";"4.0";"0.06";"0.4";"0.05";"1.21";"-0.84";"2.42";"0.04";"1.3";"5.0";"3.0";"0.07";"1.03";"0.23";"0.81";"-0.58";"3.0";"-0.08";"1.02";"2.0";"5.0";"0.0";"0.15";"0.04";"0.0";"107.0";"2.0";"111.0";"11.1";"0.6";"0.69";"0.17";"0.82";"0.0"
"Ruprecht_76";"141.081";"-51.6517";"1911";"34";"7.95";"0.341";"-0.014";"0.044";"1.655";"0.072";"121";"-3.0";"1.46";"0.02";"0.91";"1.0";"4.0";"0.03";"0.98";"0.1";"0.1";"-0.65";"1.16";"0.05";"0.81";"1.0";"4.0";"0.19";"1.06";"0.28";"0.01";"-3.0";"2.4";"0.04";"1.06";"5.0";"2.0";"0.04";"2.4";"0.28";"0.64";"-1.46";"3.0";"0.02";"1.14";"5.0";"4.0";"0.04";"0.55";"0.12";"0.69";"-1.89";"0.0";"-0.06";"1.14";"0.0";"7.0";"0.0";"0.15";"0.04";"0.0";"81.0";"2.0";"103.0";"10.3";"0.51";"0.65";"0.17";"0.7";"0.0"
"UBC_152";"314.3412";"47.3672";"1281";"26";"8.001";"0.225";"0.155";"0.074";"1.864";"0.092";"123";"-1.76";"0.0";"-0.21";"0.93";"0.0";"5.0";"0.0";"0.73";"0.13";"0.13";"-0.31";"0.59";"0.1";"0.7";"2.0";"4.0";"0.45";"0.74";"0.23";"2.61";"-0.0";"0.93";"0.1";"0.75";"4.0";"2.0";"0.38";"1.98";"0.34";"1.07";"-0.78";"3.0";"-0.03";"1.11";"3.0";"4.0";"0.08";"0.7";"0.18";"1.68";"-1.1";"0.0";"-0.1";"1.04";"0.0";"7.0";"0.0";"0.15";"0.04";"0.0";"98.0";"2.0";"160.0";"16.0";"0.46";"0.68";"0.17";"0.83";"0.0"
"UBC_493";"141.2453";"-57.3629";"1607";"62";"8.913";"0.09";"-0.017";"0.091";"1.071";"0.154";"119";"-1.87";"2.78";"0.02";"0.77";"2.0";"3.0";"0.09";"1.39";"0.21";"0.21";"-0.0";"1.69";"0.1";"0.74";"2.0";"4.0";"0.28";"1.06";"0.26";"3.72";"-0.25";"3.0";"-0.14";"0.83";"3.0";"3.0";"0.06";"0.58";"0.09";"1.04";"-0.0";"3.0";"-0.04";"1.12";"4.0";"3.0";"0.09";"0.85";"0.18";"1.08";"-0.33";"2.03";"0.06";"0.91";"3.0";"4.0";"0.0";"0.15";"0.04";"0.0";"94.0";"2.0";"102.0";"10.2";"0.65";"0.73";"0.19";"0.7";"0.0"
"UBC_576";"284.6941";"0.3995";"1285";"31";"7.413";"0.404";"0.018";"0.131";"3.053";"0.169";"123";"-1.45";"0.0";"-0.22";"0.95";"0.0";"7.0";"0.0";"0.58";"0.16";"0.16";"-1.31";"0.62";"0.04";"0.97";"1.0";"5.0";"0.16";"0.81";"0.26";"0.0";"-1.48";"0.93";"0.03";"0.88";"3.0";"4.0";"0.24";"0.69";"0.17";"3.24";"-1.33";"1.34";"0.04";"1.2";"3.0";"4.0";"0.22";"0.56";"0.15";"3.63";"-1.49";"0.0";"-0.04";"1.25";"0.0";"7.0";"0.0";"0.15";"0.04";"0.0";"112.0";"2.0";"202.0";"20.200000000000003";"0.51";"0.81";"0.15";"1.09";"0.0"
"NGC_7024";"316.5176";"41.5168";"1155";"9";"8.001";"0.232";"0.054";"0.067";"2.022";"0.07";"120";"-0.92";"0.01";"-0.12";"0.79";"0.0";"6.0";"0.0";"0.63";"0.15";"0.15";"-0.35";"0.08";"-0.09";"0.74";"0.0";"6.0";"0.0";"0.73";"0.2";"0.0";"-1.91";"0.52";"0.05";"1.01";"2.0";"3.0";"0.13";"1.15";"0.35";"0.38";"-1.2";"1.04";"0.05";"1.26";"2.0";"4.0";"0.15";"0.67";"0.18";"1.01";"-0.84";"0.0";"-0.17";"1.0";"0.0";"7.0";"0.0";"0.15";"0.04";"0.0";"102.0";"2.0";"143.0";"14.3";"0.51";"0.59";"0.21";"1.15";"0.0"
"UBC_533";"230.315";"-53.1699";"1228";"21";"8.378";"0.198";"0.018";"0.042";"0.882";"0.066";"116";"-1.26";"0.2";"0.04";"0.93";"2.0";"3.0";"0.43";"1.24";"0.25";"0.25";"-1.27";"0.34";"-0.09";"0.59";"0.0";"5.0";"0.0";"1.07";"0.17";"0.0";"-2.5";"0.0";"0.07";"0.68";"3.0";"2.0";"33439931.92";"809298794.57";"140491072.69";"1.48";"-1.58";"1.64";"-0.0";"0.88";"3.0";"3.0";"0.07";"0.95";"0.18";"0.91";"-1.89";"2.49";"-0.03";"1.06";"2.0";"5.0";"0.0";"0.15";"0.04";"0.0";"61.0";"2.0";"102.0";"10.2";"0.32";"0.77";"0.19";"0.95";"0.0"
"COIN-Gaia_40";"81.8832";"33.4908";"1872";"21";"7.933";"0.167";"-0.122";"0.028";"1.141";"0.03";"126";"-2.07";"0.69";"-0.01";"0.99";"1.0";"6.0";"0.03";"0.27";"0.05";"0.05";"-2.27";"3.0";"0.1";"1.09";"2.0";"4.0";"0.05";"1.34";"0.31";"3.2";"-1.1";"1.77";"-0.12";"0.69";"4.0";"2.0";"0.16";"2.07";"0.13";"1.1";"-2.87";"1.53";"0.1";"1.44";"5.0";"3.0";"0.02";"0.56";"0.11";"0.31";"-2.82";"1.41";"0.1";"1.53";"3.0";"4.0";"0.0";"0.15";"0.04";"0.0";"97.0";"2.0";"120.0";"12.0";"0.41";"0.56";"0.17";"0.61";"0.0"
"UBC_503";"156.2841";"-62.3372";"1950";"53";"9.1";"0.039";"-0.028";"0.053";"0.798";"0.087";"121";"-3.0";"2.05";"0.03";"1.02";"3.0";"4.0";"0.04";"1.11";"0.13";"0.13";"-0.5";"3.0";"0.08";"0.79";"2.0";"4.0";"0.2";"2.31";"0.44";"7.56";"-1.52";"0.64";"0.04";"0.83";"5.0";"1.0";"10875836.33";"209919983.61";"31344421.27";"0.73";"-1.72";"1.6";"0.1";"1.35";"5.0";"2.0";"0.04";"0.87";"0.17";"0.31";"-1.7";"3.0";"0.03";"1.24";"3.0";"4.0";"0.0";"0.15";"0.04";"0.0";"91.0";"2.0";"103.0";"10.3";"0.41";"0.61";"0.19";"0.71";"0.0"
"UBC_617";"94.7494";"10.1142";"2022";"284";"9.182";"0.169";"-0.088";"0.1";"1.37";"0.263";"125";"-0.99";"0.14";"-0.13";"0.66";"0.0";"6.0";"0.0";"1.16";"0.15";"0.15";"-0.0";"3.0";"0.1";"0.82";"3.0";"3.0";"0.24";"2.92";"0.56";"5.45";"-0.0";"1.25";"0.1";"1.01";"4.0";"1.0";"9389943.68";"395435405.58";"51258199.36";"1.81";"-0.06";"2.07";"0.1";"1.19";"6.0";"2.0";"0.12";"1.84";"0.32";"0.71";"-0.0";"0.3";"0.1";"0.88";"4.0";"3.0";"0.0";"0.15";"0.04";"0.0";"90.0";"2.0";"123.0";"12.3";"0.56";"0.8";"0.23";"0.91";"0.0"
"Ruprecht_10";"106.626";"-20.1318";"2020";"74";"8.539";"0.113";"-0.061";"0.033";"0.836";"0.07";"125";"-3.0";"0.0";"0.03";"0.96";"2.0";"3.0";"0.14";"2.4";"0.24";"0.24";"-3.0";"2.57";"0.1";"1.3";"2.0";"4.0";"0.05";"0.92";"0.19";"2.12";"-2.25";"2.13";"-0.08";"0.7";"3.0";"3.0";"0.02";"0.51";"0.03";"0.62";"-1.97";"2.71";"-0.02";"1.23";"3.0";"4.0";"0.06";"1.03";"0.2";"1.41";"-3.0";"0.0";"0.08";"1.36";"2.0";"5.0";"0.0";"0.15";"0.04";"0.0";"84.0";"2.0";"121.0";"12.1";"0.48";"0.61";"0.19";"0.61";"0.0"
"UPK_66";"305.4018";"13.4733";"667";"3";"8.314";"0.18";"0.043";"0.022";"0.184";"0.021";"127";"-2.53";"0.0";"-0.11";"0.73";"3.0";"4.0";"0.02";"0.22";"0.02";"0.02";"-1.33";"2.39";"0.09";"0.69";"3.0";"1.0";"inf";"inf";"inf";"inf";"-0.43";"0.0";"0.07";"0.46";"3.0";"0.0";"inf";"inf";"inf";"inf";"-1.67";"0.0";"0.08";"0.82";"3.0";"1.0";"inf";"inf";"inf";"inf";"-2.79";"0.0";"0.05";"1.27";"3.0";"3.0";"0.0";"0.15";"0.04";"0.0";"48.0";"2.0";"70.0";"7.0";"0.14";"0.46";"0.29";"0.86";"0.0"
"FSR_0384";"342.9144";"56.1091";"1847";"24";"8.52";"0.116";"0.002";"0.023";"1.272";"0.054";"126";"-1.82";"0.0";"0.1";"1.07";"3.0";"4.0";"0.15";"1.34";"0.31";"0.31";"-0.89";"0.0";"0.02";"0.75";"0.0";"4.0";"inf";"inf";"inf";"inf";"-1.5";"0.88";"0.06";"0.66";"4.0";"1.0";"28259590.67";"1039791755.15";"127662777.94";"1.08";"-0.55";"1.61";"0.08";"0.9";"3.0";"3.0";"0.48";"3.13";"1.03";"1.3";"-1.17";"0.61";"0.05";"1.08";"2.0";"5.0";"0.0";"0.15";"0.04";"0.0";"84.0";"2.0";"163.0";"16.3";"0.24";"0.57";"0.24";"0.71";"0.0"
"FSR_0667";"61.7687";"51.142";"1097";"15";"8.615";"0.087";"-0.111";"0.065";"1.685";"0.086";"127";"-1.45";"1.86";"-0.05";"0.79";"1.0";"5.0";"0.09";"0.91";"0.15";"0.15";"-0.0";"3.0";"0.02";"0.58";"2.0";"4.0";"0.1";"0.62";"0.18";"2.84";"-1.11";"1.22";"-0.09";"0.67";"2.0";"4.0";"0.28";"1.7";"0.34";"1.76";"-0.24";"2.15";"-0.1";"0.85";"2.0";"5.0";"0.18";"0.36";"0.09";"1.97";"-0.8";"0.61";"-0.05";"0.91";"1.0";"6.0";"0.0";"0.15";"0.04";"0.0";"79.0";"2.0";"88.0";"8.8";"0.45";"0.64";"0.19";"0.66";"0.0"
"Ruprecht_123";"260.754";"-37.8996";"1544";"13";"8.129";"0.569";"0.175";"0.05";"2.169";"0.132";"126";"-0.76";"0.44";"-0.04";"0.78";"0.0";"6.0";"0.0";"0.53";"0.14";"0.14";"-1.37";"2.23";"0.07";"1.06";"2.0";"4.0";"0.2";"1.16";"0.45";"4.11";"-0.03";"2.21";"-0.14";"0.83";"3.0";"3.0";"0.38";"1.36";"0.22";"3.29";"-1.46";"2.5";"-0.01";"1.31";"3.0";"4.0";"0.04";"0.39";"0.1";"0.73";"-1.03";"1.09";"0.04";"1.14";"1.0";"6.0";"0.0";"0.15";"0.04";"0.0";"115.0";"2.0";"135.0";"13.5";"0.55";"0.64";"0.2";"0.56";"0.0"
"UBC_381";"316.2846";"48.7282";"2037";"49";"8.003";"0.21";"0.059";"0.067";"1.902";"0.078";"128";"-1.42";"0.33";"-0.02";"0.88";"0.0";"5.0";"0.0";"0.33";"0.08";"0.08";"-1.33";"0.58";"-0.06";"0.93";"0.0";"6.0";"0.0";"0.44";"0.09";"0.0";"-2.52";"0.84";"-0.03";"0.88";"3.0";"3.0";"0.09";"1.26";"0.14";"0.98";"-1.76";"1.66";"0.01";"1.2";"5.0";"4.0";"0.05";"0.57";"0.14";"0.37";"-1.54";"0.09";"0.01";"1.22";"1.0";"6.0";"0.0";"0.15";"0.04";"0.0";"96.0";"2.0";"146.0";"14.6";"0.62";"0.63";"0.22";"0.8";"0.0"
"UPK_452";"110.1629";"-11.7528";"607";"4";"8.302";"0.262";"0.181";"0.081";"0.165";"0.029";"131";"-1.99";"0.75";"0.09";"0.82";"3.0";"1.0";"inf";"inf";"inf";"inf";"-2.99";"1.67";"0.03";"0.74";"1.0";"1.0";"inf";"inf";"inf";"inf";"-2.95";"0.74";"-0.01";"0.46";"1.0";"1.0";"inf";"inf";"inf";"inf";"-2.79";"0.95";"0.04";"1.04";"1.0";"1.0";"inf";"inf";"inf";"inf";"-1.08";"0.0";"0.09";"0.73";"3.0";"1.0";"0.0";"0.15";"0.04";"0.0";"19.0";"2.0";"22.0";"2.2";"0.21";"0.81";"0.02";"0.79";"0.0"
"FSR_0524";"14.3354";"62.1165";"2801";"421";"8.556";"0.216";"-0.199";"0.135";"3.101";"0.151";"127";"-1.95";"0.0";"0.02";"0.99";"0.0";"7.0";"0.0";"0.37";"0.08";"0.08";"-1.25";"0.0";"0.02";"1.05";"0.0";"6.0";"0.0";"1.05";"0.26";"0.0";"-2.85";"1.69";"0.1";"1.22";"6.0";"3.0";"0.08";"2.81";"0.56";"0.75";"-1.98";"2.21";"0.1";"1.34";"6.0";"6.0";"0.05";"0.95";"0.24";"0.77";"-1.37";"0.0";"0.02";"1.19";"0.0";"8.0";"0.0";"0.15";"0.04";"0.0";"132.0";"2.0";"272.0";"27.200000000000003";"0.55";"0.78";"0.21";"";"0.0"
"FSR_0905";"98.4287";"22.325";"1410";"41";"8.778";"0.06";"-0.086";"0.056";"0.526";"0.071";"128";"-1.27";"2.4";"-0.08";"0.84";"1.0";"6.0";"0.05";"0.54";"0.08";"0.08";"-1.86";"1.89";"0.1";"1.13";"2.0";"4.0";"0.13";"1.25";"0.29";"4.01";"-2.17";"2.69";"-0.05";"0.97";"3.0";"3.0";"0.03";"0.66";"0.09";"0.74";"-1.59";"3.0";"-0.0";"1.27";"4.0";"4.0";"0.04";"0.61";"0.12";"0.9";"-1.36";"2.19";"0.01";"1.19";"3.0";"5.0";"0.0";"0.15";"0.04";"0.0";"112.0";"2.0";"121.0";"12.1";"0.45";"0.72";"0.17";"0.91";"0.0"
"Gulliver_40";"163.0982";"-58.4122";"1524";"21";"7.901";"0.204";"0.151";"0.071";"0.671";"0.102";"120";"-1.52";"0.0";"-0.18";"0.81";"0.0";"6.0";"0.0";"0.45";"0.07";"0.07";"-1.58";"2.42";"0.08";"1.03";"1.0";"4.0";"0.05";"0.51";"0.14";"0.0";"-1.95";"3.0";"-0.14";"0.57";"2.0";"4.0";"0.05";"0.79";"0.08";"1.68";"-1.66";"2.92";"-0.03";"1.15";"3.0";"4.0";"0.02";"0.29";"0.07";"0.53";"-1.62";"0.29";"0.01";"1.22";"1.0";"5.0";"0.0";"0.15";"0.04";"0.0";"83.0";"2.0";"121.0";"12.1";"0.38";"0.66";"0.22";"0.72";"0.0"
"UPK_99";"312.3955";"25.6127";"753";"59";"8.664";"0.143";"-0.126";"0.065";"0.351";"0.038";"129";"-1.5";"0.19";"-0.18";"0.53";"1.0";"4.0";"0.17";"1.0";"0.16";"0.16";"-3.0";"2.66";"0.04";"0.89";"3.0";"2.0";"0.01";"0.46";"0.07";"0.29";"-2.62";"0.0";"-0.08";"0.37";"3.0";"2.0";"0.24";"3.91";"0.33";"1.3";"-1.91";"0.61";"0.03";"0.92";"4.0";"2.0";"0.28";"3.14";"0.5";"1.47";"-1.81";"0.0";"0.09";"0.97";"5.0";"1.0";"0.0";"0.15";"0.04";"0.0";"42.0";"2.0";"59.0";"5.9";"0.41";"0.66";"0.14";"0.6";"0.0"
"UPK_137";"306.0033";"54.1298";"826";"7";"8.545";"0.16";"0.077";"0.078";"0.263";"0.036";"129";"-0.66";"0.3";"-0.07";"0.59";"1.0";"4.0";"0.32";"0.85";"0.17";"0.17";"-0.88";"0.0";"-0.29";"0.69";"0.0";"6.0";"0.0";"0.5";"0.09";"0.0";"-1.21";"0.03";"-0.31";"0.55";"2.0";"4.0";"0.31";"0.93";"0.23";"0.03";"-0.81";"1.06";"-0.32";"0.87";"2.0";"5.0";"0.2";"0.57";"0.09";"3.22";"-1.06";"0.0";"-0.01";"0.94";"3.0";"4.0";"0.0";"0.15";"0.04";"0.0";"68.0";"2.0";"103.0";"10.3";"0.65";"0.69";"0.16";"0.78";"0.0"
"UBC_560";"254.7953";"-36.0547";"1428";"51";"8.711";"0.568";"-0.039";"0.223";"2.07";"0.317";"132";"-0.0";"0.05";"-0.29";"0.58";"0.0";"6.0";"0.0";"0.78";"0.19";"0.19";"-0.34";"0.31";"-0.16";"0.87";"0.0";"6.0";"0.0";"0.56";"0.12";"0.0";"-0.84";"0.45";"0.03";"0.89";"4.0";"3.0";"0.22";"1.45";"0.26";"0.68";"-0.46";"1.7";"-0.07";"1.14";"4.0";"4.0";"0.19";"0.51";"0.11";"1.54";"-0.39";"0.0";"-0.26";"1.0";"0.0";"7.0";"0.0";"0.15";"0.04";"0.0";"123.0";"2.0";"171.0";"17.1";"0.66";"0.71";"0.19";"0.59";"0.0"
"UFMG_30";"257.7974";"-48.7562";"1158";"12";"8.16";"0.128";"0.123";"0.091";"1.341";"0.1";"122";"-1.05";"1.42";"-0.15";"0.7";"0.0";"6.0";"0.0";"0.63";"0.13";"0.13";"-0.75";"0.25";"-0.08";"0.83";"0.0";"6.0";"0.0";"0.49";"0.12";"0.0";"-0.64";"3.0";"-0.2";"0.76";"2.0";"4.0";"0.04";"0.54";"0.06";"0.84";"-1.34";"3.0";"-0.08";"1.22";"3.0";"4.0";"0.04";"0.45";"0.1";"0.82";"-1.47";"1.44";"0.0";"1.15";"2.0";"5.0";"0.0";"0.15";"0.04";"0.0";"95.0";"2.0";"123.0";"12.3";"0.57";"0.6";"0.19";"0.76";"0.0"
"FSR_1260";"112.082";"-19.6882";"2757";"57";"7.83";"0.211";"-0.079";"0.033";"1.453";"0.058";"133";"-2.36";"0.0";"0.02";"1.01";"0.0";"5.0";"0.0";"1.37";"0.25";"0.25";"-0.47";"0.0";"0.02";"0.6";"0.0";"5.0";"0.0";"1.76";"0.33";"0.0";"-3.0";"1.19";"-0.01";"0.62";"4.0";"2.0";"0.12";"4.23";"0.4";"0.75";"-0.92";"1.95";"0.0";"0.97";"3.0";"3.0";"0.19";"1.95";"0.42";"0.94";"-2.02";"0.0";"0.02";"1.2";"0.0";"5.0";"0.0";"0.15";"0.04";"0.0";"60.0";"2.0";"134.0";"13.4";"0.47";"0.66";"0.2";"0.79";"0.0"
"Gulliver_54";"81.264";"33.7068";"1168";"13";"8.618";"0.082";"-0.073";"0.078";"0.759";"0.067";"135";"-2.74";"0.01";"-0.18";"0.37";"0.0";"6.0";"0.0";"1.44";"0.17";"0.17";"-0.8";"0.69";"-0.04";"0.82";"2.0";"5.0";"0.21";"0.87";"0.21";"2.85";"-2.74";"0.08";"0.06";"0.98";"5.0";"1.0";"0.05";"0.67";"0.12";"0.2";"-1.55";"1.02";"-0.01";"1.19";"4.0";"4.0";"0.05";"0.4";"0.08";"0.35";"-1.68";"0.0";"-0.1";"1.06";"1.0";"6.0";"0.0";"0.15";"0.04";"0.0";"85.0";"2.0";"140.0";"14.0";"0.6";"0.62";"0.22";"0.81";"0.0"
"BH_111";"167.3137";"-63.8302";"2659";"88";"8.9";"0.066";"0.042";"0.021";"1.392";"0.055";"127";"-2.65";"1.07";"0.08";"0.99";"3.0";"3.0";"0.25";"4.32";"0.77";"0.77";"-2.27";"0.02";"-0.04";"0.57";"0.0";"4.0";"inf";"inf";"inf";"inf";"-2.58";"2.62";"-0.15";"0.24";"2.0";"3.0";"0.15";"1.45";"0.18";"4.09";"-1.5";"1.93";"0.04";"0.88";"5.0";"1.0";"719119.13";"28585991.85";"3477437.49";"0.56";"-2.68";"0.0";"0.06";"0.99";"3.0";"4.0";"0.0";"0.15";"0.04";"0.0";"48.0";"2.0";"102.0";"10.2";"0.29";"0.73";"0.19";"0.86";"0.0"
"UFMG_16";"245.101";"-44.8523";"1242";"13";"8.213";"0.238";"0.072";"0.032";"1.637";"0.103";"126";"-1.71";"0.43";"-0.0";"0.89";"2.0";"4.0";"0.08";"0.54";"0.11";"0.11";"-1.99";"0.13";"0.08";"0.78";"2.0";"3.0";"0.53";"6.46";"1.63";"1.77";"-1.6";"1.1";"0.04";"0.82";"5.0";"0.0";"382831740.81";"2088617338.35";"950251399.91";"1.04";"-1.78";"0.85";"0.03";"0.98";"4.0";"3.0";"0.59";"7.5";"1.79";"0.88";"-2.19";"0.07";"0.07";"1.15";"3.0";"4.0";"0.0";"0.15";"0.04";"0.0";"61.0";"2.0";"86.0";"8.6";"0.37";"0.75";"0.25";"0.59";"0.0"
